date,close_indice,close_future
2016-04-18,7914.7002,"7,920.30"
2016-04-19,7914.7002,"7,992.50"
2016-04-20,7914.75,"7,929.85"
2016-04-21,7912.0498,"7,913.35"
2016-04-22,7899.2998,"7,911.15"
2016-04-23,7899.2998,"7,911.15"
2016-04-24,7899.2998,"7,911.15"
2016-04-25,7855.0498,"7,865.00"
2016-04-26,7962.6499,"7,979.15"
2016-04-27,7979.8999,"7,990.35"
2016-04-28,7847.25,"7,847.25"
2016-04-29,7849.7998,"7,894.80"
2016-04-30,7849.7998,"7,894.80"
2016-05-01,7849.7998,"7,894.80"
2016-05-02,7805.8999,"7,840.10"
2016-05-03,7747.0,"7,783.80"
2016-05-04,7706.5498,"7,732.75"
2016-05-05,7735.5,"7,773.10"
2016-05-06,7733.4502,"7,760.25"
2016-05-07,7733.4502,"7,760.25"
2016-05-08,7733.4502,"7,760.25"
2016-05-09,7866.0498,"7,904.30"
2016-05-10,7887.7998,"7,919.75"
2016-05-11,7848.8501,"7,865.85"
2016-05-12,7900.3999,"7,928.20"
2016-05-13,7814.8999,"7,830.55"
2016-05-14,7814.8999,"7,830.55"
2016-05-15,7814.8999,"7,830.55"
2016-05-16,7860.75,"7,887.20"
2016-05-17,7890.75,"7,907.60"
2016-05-18,7870.1499,"7,879.30"
2016-05-19,7783.3999,"7,785.10"
2016-05-20,7749.7002,"7,763.35"
2016-05-21,7749.7002,"7,763.35"
2016-05-22,7749.7002,"7,763.35"
2016-05-23,7731.0498,"7,744.85"
2016-05-24,7748.8501,"7,759.30"
2016-05-25,7934.8999,"7,943.00"
2016-05-26,8069.6499,"8,069.65"
2016-05-27,8156.6499,"8,172.45"
2016-05-28,8156.6499,"8,172.45"
2016-05-29,8156.6499,"8,172.45"
2016-05-30,8178.5,"8,194.30"
2016-05-31,8160.1001,"8,190.90"
2016-06-01,8179.9502,"8,194.55"
2016-06-02,8218.9502,"8,243.25"
2016-06-03,8220.7998,"8,238.90"
2016-06-04,8220.7998,"8,238.90"
2016-06-05,8220.7998,"8,238.90"
2016-06-06,8201.0498,"8,229.80"
2016-06-07,8266.4502,"8,283.15"
2016-06-08,8273.0498,"8,284.20"
2016-06-09,8203.5996,"8,229.35"
2016-06-10,8170.0498,"8,190.40"
2016-06-11,8170.0498,"8,190.40"
2016-06-12,8170.0498,"8,190.40"
2016-06-13,8110.6001,"8,130.65"
2016-06-14,8108.8501,"8,120.55"
2016-06-15,8206.5996,"8,221.35"
2016-06-16,8140.75,"8,158.75"
2016-06-17,8170.2002,"8,174.40"
2016-06-18,8170.2002,"8,174.40"
2016-06-19,8170.2002,"8,174.40"
2016-06-20,8238.5,"8,251.90"
2016-06-21,8219.9004,"8,225.10"
2016-06-22,8203.7002,"8,205.05"
2016-06-23,8270.4502,"8,282.25"
2016-06-24,8088.6001,"8,086.90"
2016-06-25,8088.6001,"8,086.90"
2016-06-26,8088.6001,"8,086.90"
2016-06-27,8094.7002,"8,104.60"
2016-06-28,8127.8501,"8,136.05"
2016-06-29,8204.0,"8,204.50"
2016-06-30,8287.75,"8,287.75"
2016-07-01,8328.3496,"8,355.15"
2016-07-02,8328.3496,"8,355.15"
2016-07-03,8328.3496,"8,355.15"
2016-07-04,8370.7002,"8,387.35"
2016-07-05,8335.9502,"8,354.00"
2016-07-06,8335.9502,"8,331.50"
2016-07-07,8337.9004,"8,358.30"
2016-07-08,8323.2002,"8,336.45"
2016-07-09,8323.2002,"8,336.45"
2016-07-10,8323.2002,"8,336.45"
2016-07-11,8467.9004,"8,489.40"
2016-07-12,8521.0498,"8,528.75"
2016-07-13,8519.5,"8,520.05"
2016-07-14,8565.0,"8,576.55"
2016-07-15,8541.4004,"8,554.85"
2016-07-16,8541.4004,"8,554.85"
2016-07-17,8541.4004,"8,554.85"
2016-07-18,8508.7002,"8,520.50"
2016-07-19,8528.5498,"8,540.45"
2016-07-20,8565.8496,"8,584.15"
2016-07-21,8510.0996,"8,519.75"
2016-07-22,8541.2002,"8,554.30"
2016-07-23,8541.2002,"8,554.30"
2016-07-24,8541.2002,"8,554.30"
2016-07-25,8635.6504,"8,639.70"
2016-07-26,8590.6504,"8,592.85"
2016-07-27,8615.7998,"8,614.75"
2016-07-28,8666.2998,"8,666.30"
2016-07-29,8638.5,"8,686.60"
2016-07-30,8638.5,"8,686.60"
2016-07-31,8638.5,"8,686.60"
2016-08-01,8636.5498,"8,682.00"
2016-08-02,8622.9004,"8,660.30"
2016-08-03,8544.8496,"8,582.55"
2016-08-04,8551.0996,"8,594.40"
2016-08-05,8683.1504,"8,708.20"
2016-08-06,8683.1504,"8,708.20"
2016-08-07,8683.1504,"8,708.20"
2016-08-08,8711.3496,"8,742.30"
2016-08-09,8678.25,"8,702.55"
2016-08-10,8575.2998,"8,598.05"
2016-08-11,8592.1504,"8,612.45"
2016-08-12,8672.1504,"8,678.40"
2016-08-13,8672.1504,"8,678.40"
2016-08-14,8672.1504,"8,678.40"
2016-08-15,8672.1504,"8,727.75"
2016-08-16,8642.5498,"8,659.90"
2016-08-17,8624.0498,"8,631.40"
2016-08-18,8673.25,"8,685.10"
2016-08-19,8666.9004,"8,677.25"
2016-08-20,8666.9004,"8,677.25"
2016-08-21,8666.9004,"8,677.25"
2016-08-22,8629.1504,"8,633.20"
2016-08-23,8632.5996,"8,641.75"
2016-08-24,8650.2998,"8,654.65"
2016-08-25,8592.2002,"8,592.20"
2016-08-26,8572.5498,"8,625.00"
2016-08-27,8572.5498,"8,625.00"
2016-08-28,8572.5498,"8,625.00"
2016-08-29,8607.4502,"8,649.75"
2016-08-30,8744.3496,"8,794.60"
2016-08-31,8786.2002,"8,836.15"
2016-09-01,8774.6504,"8,808.35"
2016-09-02,8809.6504,"8,840.15"
2016-09-03,8809.6504,"8,840.15"
2016-09-04,8809.6504,"8,840.15"
2016-09-05,8809.6504,"8,907.75"
2016-09-06,8943.0,"8,961.20"
2016-09-07,8917.9502,"8,952.10"
2016-09-08,8952.5,"8,982.55"
2016-09-09,8866.7002,"8,903.75"
2016-09-10,8866.7002,"8,903.75"
2016-09-11,8866.7002,"8,903.75"
2016-09-12,8715.5996,"8,742.35"
2016-09-13,8715.5996,"8,718.50"
2016-09-14,8726.5996,"8,768.55"
2016-09-15,8742.5498,"8,773.50"
2016-09-16,8779.8496,"8,808.20"
2016-09-17,8779.8496,"8,808.20"
2016-09-18,8779.8496,"8,808.20"
2016-09-19,8808.4004,"8,832.10"
2016-09-20,8775.9004,"8,807.20"
2016-09-21,8777.1504,"8,806.95"
2016-09-22,8867.4502,"8,884.45"
2016-09-23,8831.5498,"8,843.65"
2016-09-24,8831.5498,"8,843.65"
2016-09-25,8831.5498,"8,843.65"
2016-09-26,8723.0498,"8,735.15"
2016-09-27,8706.4004,"8,716.55"
2016-09-28,8745.1504,"8,758.45"
2016-09-29,8591.25,"8,591.25"
2016-09-30,8611.1504,"8,640.65"
2016-10-01,8611.1504,"8,640.65"
2016-10-02,8611.1504,"8,640.65"
2016-10-03,8738.0996,"8,779.10"
